Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
YMM,Fort McMurray Airport,Fort Mcmurray,Canada,56.65330124,-111.2220001,YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998
LUN,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,-15.33080006,28.45260048,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922
TAO,Liuting Airport,Qingdao,China,36.26610184,120.3740005,CSX,Changsha Huanghua International Airport,Changcha,China,28.18919945,113.2200012
BGM,Greater Binghamton/Edwin A Link field,Binghamton,United States,42.20869827,-75.97979736,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
BGY,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417,IEV,Kiev Zhuliany International Airport,Kiev,Ukraine,50.40194,30.45194
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.32249832,-75.66919708
KWL,Guilin Liangjiang International Airport,Guilin,China,25.21809959,110.0390015,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,34.5196991,113.8410034
DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.843347,90.397783,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811,SOF,Sofia Airport,Sofia,Bulgaria,42.69669342,23.41143608
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,LEX,Blue Grass Airport,Lexington KY,United States,38.03649902,-84.60590363
PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025,ACE,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
KSY,Kars Airport,Kars,Turkey,40.56219864,43.11500168,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029
DAT,Datong Airport,Datong,China,40.060299,113.482002,SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017
SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,JAC,Jackson Hole Airport,Jacksn Hole,United States,43.6072998,-110.737999
HAN,Noi Bai International Airport,Hanoi,Vietnam,21.22120094,105.8069992,BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.23490143,-85.55210114
POR,Pori Airport,Pori,Finland,61.46170044,21.79999924,HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179909,-103.310997,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,23.15180016,-109.7210007
SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146,RHO,Diagoras Airport,Rhodos,Greece,36.40539932,28.08620071
JHB,Senai International Airport,Johor Bahru,Malaysia,1.64131,103.669998,BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,5.937210083,116.0510025
AKL,Auckland International Airport,Auckland,New Zealand,-37.0080986,174.7920074,PER,Perth International Airport,Perth,Australia,-31.94029999,115.9670029
BNS,Barinas Airport,Barinas,Venezuela,8.615,-70.21416667,CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222
TFS,Tenerife South Airport,Tenerife,Spain,28.04450035,-16.57250023,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,YYT,St. John's International Airport,St. John's,Canada,47.61859894,-52.75189972
PPP,Proserpine Whitsunday Coast Airport,Prosserpine,Australia,-20.49500084,148.552002,BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,30.22949982,120.4339981
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,RUH,King Khaled International Airport,Riyadh,Saudi Arabia,24.95759964,46.69879913
BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,GOI,Dabolim Airport,Goa,India,15.38080025,73.83139801
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,CEC,Jack Mc Namara Field Airport,Crescent City,United States,41.78020096,-124.2369995
MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
BAL,Batman Airport,Batman,Turkey,37.92900085,41.11660004,IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,ACA,General Juan N Alvarez International Airport,Acapulco,Mexico,16.75709915,-99.7539978
YUT,Repulse Bay Airport,Repulse Bay,Canada,66.52140045,-86.22470093,YZS,Coral Harbour Airport,Coral Harbour,Canada,64.19329834,-83.35939789
LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,AGA,Al Massira Airport,Agadir,Morocco,30.32500076,-9.413069725
WRL,Worland Municipal Airport,Worland,United States,43.96569824,-107.9509964,CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965
JZH,Jiuzhai Huanglong Airport,Jiuzhaigou,China,32.85333333,103.6822222,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944,JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
DQA,Saertu Airport,Daqing,China,46.74638889,125.1405556,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
OLB,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094,CLJ,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821,23.68619919
MKW,Rendani Airport,Manokwari,Indonesia,-0.891833007,134.048996,SOQ,Dominique Edward Osok Airport,Sorong,Indonesia,-0.894,131.287
LEI,Almería International Airport,Almeria,Spain,36.84389877,-2.370100021,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,NGO,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927
BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887,SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146
KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,RUH,King Khaled International Airport,Riyadh,Saudi Arabia,24.95759964,46.69879913
HAV,José Martí International Airport,Havana,Cuba,22.98920059,-82.40910339,SCU,Antonio Maceo International Airport,Santiago De Cuba,Cuba,19.96980095,-75.83540344
TRN,Turin Airport,Torino,Italy,45.200802,7.64963,NAP,Naples International Airport,Naples,Italy,40.886002,14.2908
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,BAV,Baotou Airport,Baotou,China,40.56000137,109.9970016
PPT,Faa'a International Airport,Papeete,French Polynesia,-17.553699,-149.606995,HUH,Huahine-Fare Airport,Huahine Island,French Polynesia,-16.68720055,-151.0220032
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,IOM,Isle of Man Airport,Isle Of Man,Isle of Man,54.08330154,-4.623889923
JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246,PZB,Pietermaritzburg Airport,Pietermaritzburg,South Africa,-29.64900017,30.39870071
LEJ,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389,FNC,Madeira Airport,Funchal,Portugal,32.697899,-16.7745
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,PWM,Portland International Jetport Airport,Portland,United States,43.64619827,-70.30930328
EMA,East Midlands Airport,East Midlands,United Kingdom,52.83110046,-1.328060031,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062
BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469,RCH,Almirante Padilla Airport,Rio Hacha,Colombia,11.5262,-72.926
FUE,Fuerteventura Airport,Fuerteventura,Spain,28.45269966,-13.86380005,HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877
PLS,Providenciales Airport,Providenciales,Turks and Caicos Islands,21.77359962,-72.26589966,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054
RAK,Menara Airport,Marrakech,Morocco,31.60689926,-8.036299706,PSA,Pisa International Airport,Pisa,Italy,43.683899,10.3927
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,-12.8046999,45.28110123
LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592,TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955
HDG,Handan Airport,Handan,China,36.52583333,114.4255556,CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,MLA,Malta International Airport,Malta,Malta,35.857498,14.4775
ACE,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014,TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968
ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976
LIN,Milano Linate Airport,Milan,Italy,45.445099,9.27674,AHO,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077
BRI,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
YCU,Yuncheng Guangong Airport,Yuncheng,China,35.116391,111.0313889,NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995
CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222,BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469
IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
NAY,Beijing Nanyuan Airport,Beijing,China,39.78279877,116.3880005,DSN,Ordos Ejin Horo Airport,Dongsheng,China,39.49,109.8613889
MEM,Memphis International Airport,Memphis,United States,35.04240036,-89.97669983,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015
YVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
AYQ,Ayers Rock Connellan Airport,Uluru,Australia,-25.1861,130.975998,ASP,Alice Springs Airport,Alice Springs,Australia,-23.80669975,133.9019928
BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044,MKY,Mackay Airport,Mackay,Australia,-21.17169952,149.1799927
RGN,Yangon International Airport,Yangon,Burma,16.90730095,96.1332016,KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,TRI,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,36.475201,-82.407401
VKO,Vnukovo International Airport,Moscow,Russia,55.59149933,37.26150131,HRG,Hurghada International Airport,Hurghada,Egypt,27.17830086,33.79940033
PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,-34.838402,-56.0308
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,KIN,Norman Manley International Airport,Kingston,Jamaica,17.93569946,-76.78749847
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
PUS,Gimhae International Airport,Busan,South Korea,35.17950058,128.9380035,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,TIV,Tivat Airport,Tivat,Montenegro,42.40470123,18.72330093
WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208,KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.57710075,120.3499985
PER,Perth International Airport,Perth,Australia,-31.94029999,115.9670029,GET,Geraldton Airport,Geraldton,Australia,-28.796101,114.707001
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995,HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996
PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.81140137,-92.11579895,YUT,Repulse Bay Airport,Repulse Bay,Canada,66.52140045,-86.22470093
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
VKO,Vnukovo International Airport,Moscow,Russia,55.59149933,37.26150131,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208,XMN,Xiamen Gaoqi International Airport,Xiamen,China,24.54400063,118.1279984
RAK,Menara Airport,Marrakech,Morocco,31.60689926,-8.036299706,TLS,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382
NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998
BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,PIK,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.50939941,-4.586669922
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
DED,Dehradun Airport,Dehra Dun,India,30.189699,78.180298,DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179909,-103.310997
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359,BRA,Barreiras Airport,Barreiras,Brazil,-12.07890034,-45.00899887
EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003
DLC,Zhoushuizi Airport,Dalian,China,38.96569824,121.5390015,LYI,Shubuling Airport,Linyi,China,35.04610062,118.4120026
BKM,Bakalalan Airport,Bakalalan,Malaysia,3.973999977,115.6179962,LWY,Lawas Airport,Lawas,Malaysia,4.84917,115.407997
ORK,Cork Airport,Cork,Ireland,51.84130096,-8.491109848,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
PIA,General Wayne A. Downing Peoria International Airport,Peoria,United States,40.66419983,-89.69329834,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,OKC,Will Rogers World Airport,Oklahoma City,United States,35.39310074,-97.60070038
LCY,London City Airport,London,United Kingdom,51.505299,0.055278,RTM,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,40.46749878,50.04669952,NBC,Begishevo Airport,Nizhnekamsk,Russia,55.56470108,52.09249878
PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,18.56739998,-68.36340332,CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811
LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
SAH,Sana'a International Airport,Sanaa,Yemen,15.47630024,44.21969986,AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839
WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014,ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999,UYN,Yulin Yuyang Airport,Yulin,China,38.35971,109.590927
LJG,Lijiang Airport,Lijiang,China,26.68000031,100.2460022,WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208
MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,13.07460022,-59.49250031
AMQ,"Pattimura Airport, Ambon",Ambon,Indonesia,-3.710259914,128.0890045,MKW,Rendani Airport,Manokwari,Indonesia,-0.891833007,134.048996
BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,ROW,Roswell International Air Center Airport,Roswell,United States,33.30160141,-104.5309982
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047,LRR,Lar Airport,Lar,Iran,27.67469978,54.38330078
TNA,Yaoqiang Airport,Jinan,China,36.85720062,117.2160034,HRB,Taiping Airport,Harbin,China,45.62340164,126.25
KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,PEW,Peshawar International Airport,Peshawar,Pakistan,33.9939003,71.51460266
WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014,WRO,Copernicus Wrocław Airport,Wroclaw,Poland,51.10269928,16.88579941
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008,UME,Umeå Airport,Umea,Sweden,63.79180145,20.28280067
BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,RZE,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.11000061,22.0189991
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896
ALC,Alicante International Airport,Alicante,Spain,38.28219986,-0.558156013,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138
PFO,Paphos International Airport,Paphos,Cyprus,34.7179985,32.4856987,BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947
KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.57710075,120.3499985,FOC,Fuzhou Changle International Airport,Fuzhou,China,25.93510056,119.663002
LCA,Larnaca International Airport,Larnaca,Cyprus,34.87509918,33.62490082,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
GCI,Guernsey Airport,Guernsey,Guernsey,49.43500137,-2.601969957,LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
OVB,Tolmachevo Airport,Novosibirsk,Russia,55.01259995,82.65070343,KHV,Khabarovsk-Novy Airport,Khabarovsk,Russia,48.52799988,135.1880035
AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222,SNN,Shannon Airport,Shannon,Ireland,52.702,-8.92482
EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076,-3.372499943,SOU,Southampton Airport,Southampton,United Kingdom,50.95029831,-1.35679996
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,34.99119949,-78.88030243,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076,-3.372499943,DLM,Dalaman International Airport,Dalaman,Turkey,36.71310043,28.79249954
GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014
SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,18.42970085,-69.66889954,LIM,Jorge Chávez International Airport,Lima,Peru,-12.0219,-77.114305
RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,MUC,Munich Airport,Munich,Germany,48.353802,11.7861
KUN,Kaunas International Airport,Kaunas,Lithuania,54.96390152,24.08480072,HHN,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
DLU,Dali Airport,Dali,China,25.649401,100.319,CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986
MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996
GRQ,Eelde Airport,Groningen,Netherlands,53.11970139,6.579440117,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062
BMA,Stockholm-Bromma Airport,Stockholm,Sweden,59.35440063,17.94169998,HAD,Halmstad Airport,Halmstad,Sweden,56.69110107,12.82019997
CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222,LSP,Josefa Camejo International Airport,Paraguana,Venezuela,11.78077507,-70.15149689
KHV,Khabarovsk-Novy Airport,Khabarovsk,Russia,48.52799988,135.1880035,UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,46.88869858,142.7180023
HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575,SUF,Lamezia Terme Airport,Lamezia,Italy,38.905399,16.2423
RHO,Diagoras Airport,Rhodos,Greece,36.40539932,28.08620071,DRS,Dresden Airport,Dresden,Germany,51.13280106,13.76720047
POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,-9.443380356,147.2200012,GKA,Goroka Airport,Goroka,Papua New Guinea,-6.081689835,145.3919983
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
SJO,Juan Santamaria International Airport,San Jose,Costa Rica,9.993860245,-84.20880127,NOB,Nosara Airport,Nosara Beach,Costa Rica,9.976490021,-85.65299988
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.23490143,-85.55210114,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
PIX,Pico Airport,Pico,Portugal,38.554298,-28.441299,TER,Lajes Airport,Lajes (terceira Island),Portugal,38.761799,-27.090799
RAK,Menara Airport,Marrakech,Morocco,31.60689926,-8.036299706,CGN,Cologne Bonn Airport,Cologne,Germany,50.86589813,7.142739773
KWE,Longdongbao Airport,Guiyang,China,26.53849983,106.8010025,CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997,AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839
JNG,Jining Qufu Airport,Jining,China,35.292778,116.346667,DLC,Zhoushuizi Airport,Dalian,China,38.96569824,121.5390015
CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011,ERI,Erie International Tom Ridge Field,Erie,United States,42.08312701,-80.17386675
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,TVC,Cherry Capital Airport,Traverse City,United States,44.74140167,-85.5821991
TLS,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382,BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731
BTH,Hang Nadim International Airport,Batam,Indonesia,1.121029973,104.1190033,DJB,Sultan Thaha Airport,Jambi,Indonesia,-1.638020039,103.6439972
UYN,Yulin Yuyang Airport,Yulin,China,38.35971,109.590927,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
